ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
848,"DELEGACIA DA MULHER - PORTO
VELHO",CARTÓRIO CORREDOR,,29862,616129,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARMÁRIO TIPO ESTANTE, MARCA LAYOUT, MODELO LAZP, C/02
PORTAS, 03 PRATELEIRAS, MDF, NA COR OVO
Dt. aquisição: 14/10/2010
Convênio: CONVÊNIO 467/2008-SENASP/MJ",BOM,"R$                                 174,00"
849,"DELEGACIA DE HOMICÍDIOS - PORTO
VELHO",SEVIC,,12697,594068,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 02 GAVETAS MARCA PANDIN NA COR
CINZA
Dt. aquisição: 05/11/1990",BOM,"R$                                 221,00"
850,"DELEGACIA DE HOMICÍDIOS - PORTO
VELHO",SEVIC,,12700,594069,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 02 GAVETAS MARCA PANDIN NA COR
CINZA
Dt. aquisição: 05/11/1990",BOM,"R$                                221,00"
851,"DELEGACIA DA MULHER - PORTO
VELHO",DEPÓSITO,,1531,616134,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 04 GAVETAS MARCA WCM
Dt. aquisição: 10/07/2002",BOM,"R$                                 104,00"
852,"DELEGACIA DA MULHER - PORTO
VELHO",DEPÓSITO,,1539,616142,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARMÁRIO EM AÇO TIPO GUARDA-ROUPA, MARCA WCM, C/02
PORTAS E 04 PRATELEIRAS REGULÁVEIS
Dt. aquisição: 10/07/2002",BOM,"R$                                 189,80"
853,"DEL. ASSUNTOS PENITENCIÁRIOS -
PORTO VELHO",COZINHA,,6832,591909,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO EM AÇO PARA FICHAS MOD. F-05
Dt. aquisição: 01/08/1984",BOM,"R$                                208,00"
854,"DELEGACIA DA MULHER - PORTO
VELHO",DEPÓSITO,,1542,616246,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARMÁRIO EM AÇO TIPO GUARDA-ROUPA, MARCA WCM, C/02
PORTAS E 04 PRATELEIRAS REGULÁVEIS
Dt. aquisição: 10/07/2002",BOM,"R$                                 189,80"
855,DEAAI - PORTO VELHO,CARTÓRIO,,40913,635139,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO COM 04 GAVETAS E NICHO NA PARTE SUPERIOR
MED.480 X 1600 X 500 MM - MARCA ARTILINE
Dt. aquisição: 17/02/2012
Convênio: CONVÊNIOFUNRESPOL PC",BOM,"R$                                367,15"
856,DEAAI - PORTO VELHO,CARTÓRIO,,40914,635141,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO COM 04 GAVETAS E NICHO NA PARTE SUPERIOR
MED.480 X 1600 X 500 MM - MARCA ARTILINE
Dt. aquisição: 17/02/2012
Convênio: CONVÊNIOFUNRESPOL PC",BOM,"R$                                367,15"
857,"DELEGACIA DE CRIMES CONTRA O
PATRIMÔNIO - PORTO VELHO",SEVIC,,2226,585401,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO AF-4 COM 04 GAVETAS NA COR CINZA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                195,00"
858,"ACADEMIA DE POLÍCIA CIVIL -
ACADEPOL",GRÁFICA,,5293,619939,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO/ MOD. PA-04 C/04 GAVETAS
Dt. aquisição: 04/08/1983",REGULAR,"R$                                133,00"
859,"ACADEMIA DE POLÍCIA CIVIL -
ACADEPOL",GRÁFICA,,5294,619941,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO/ MOD. PA-04 C/04 GAVETAS
Dt. aquisição: 04/08/1983",REGULAR,"R$                                133,00"
860,"DELEGACIA DE CRIMES CONTRA O
PATRIMÔNIO - PORTO VELHO",CARTÓRIO,,2210,585395,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO WCM C/ 04 GAVETAS C/ CHAVE
Dt. aquisição: 05/12/2002",BOM,"R$                                 195,00"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
861,DINTEL,SALA DE MANUTENÇÃO II,,12714,628491,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 2 GAVETAS
Dt. aquisição: 05/11/1990",BOM,"R$                                221,00"
862,"DELEGACIA DA MULHER - PORTO
VELHO",DEPÓSITO,,1532,616137,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 04 GAVETAS MARCA WCM
Dt. aquisição: 10/07/2002",BOM,"R$                                 104,00"
863,"DELEGACIA DA MULHER - PORTO
VELHO",DEPÓSITO,,1536,616141,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 04 GAVETAS MARCA WCM
Dt. aquisição: 10/07/2002",BOM,"R$                                104,00"
864,"DELEGACIA DA MULHER - PORTO
VELHO",DEPÓSITO,,7405,616147,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO EM AÇO C/ 4 GAVETAS, MARCA PANDIN, P/ PASTA
SUSPENSA NA COR MARFIM
Dt. aquisição: 04/10/2007",BOM,"R$                                 104,00"
865,"2a DELEGACIA DE POLÍCIA CIVIL -
PORTO VELHO",ARQUIVO DO CARTÓRIO,,26590,622444,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARMÁRIO BAIXO COM 02 PORTAS, MED. 900X420X740MM
Dt. aquisição: 11/11/2009
Convênio: FUNRESPOL PC",BOM,"R$                                208,00"
866,DEAAI - PORTO VELHO,CARTÓRIO,,40910,635094,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO COM 04 GAVETAS E NICHO NA PARTE SUPERIOR
MED.480 X 1600 X 500 MM - MARCA ARTILINE
Dt. aquisição: 17/02/2012
Convênio: CONVÊNIOFUNRESPOL PC",BOM,"R$                                367,15"
867,"ROLIM DE MOURA - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",IDENTIFICAÇÃO,,12749,584220,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO PANDIN  COM 02 GAVETAS.
Dt. aquisição: 05/11/1990.
Convenio: CONVENIO 003/2010-SENASP/MJ.",REGULAR,"R$                                119,00"
868,DINTEL,GABINETE DO DIRETOR,,2219,627604,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 04 GAVETAS COM CHAVE - MARCA WCM
Dt. aquisição: 05/12/2002",REGULAR,"R$                                 119,00"
869,DELEGACIA GERAL - PC RO- PVH,SEVIC DECAME,,8219,599482,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 04 GAVETAS - MARCA ISMA - MOD. 04
Dt. aquisição: 15/05/1986",BOM,"R$                                 221,00"
870,"CENTRAL DE POLÍCIA - PORTO
VELHO",CARTÓRIO 4,,16650,624150,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARMÁRIO ALTO MOBRAN MED. 90X50X163CM
Dt. aquisição: 12/12/2008
Convênio: FUNRESPOL PC",BOM,"R$                                 650,00"
871,DÉCIMA DELEGACIA - NOVA MUTUM,CARTÓRIO 02,,61953,569388,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO EM AÇO
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 221,00"
872,DINTEL,DEPÓSITO II,,2200,627489,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 04 GAVETAS COM CHAVE - MARCA WCM
Dt. aquisição: 05/12/2002",REGULAR,"R$                                119,00"
873,DINTEL,SALA DE MANUTENÇÃO II,,2201,627496,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 04 GAVETAS COM CHAVE - MARCA WCM
Dt. aquisição: 05/12/2002",REGULAR,"R$                                 119,00"
874,"ARQUIVO DA POLÍCIA CIVIL - PORTO
VELHO",ARQUIVO,,8124,623680,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO EM AÇO PARA FICHAS, COM 08 GAVETAS DUPLAS P/
FICHAS, MOD. D-8
Dt. aquisição: 02/04/1986",REGULAR,"R$                                112,00"
875,"ACADEMIA DE POLÍCIA CIVIL -
ACADEPOL",GRÁFICA,,8632,624105,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO/ MOD. PA-04 C/04 GAVETAS
Dt. aquisição: 04/08/1983",REGULAR,"R$                                 133,00"
876,COSTA MARQUES - DELEGACIA DE POLÍCIA CIVIL,"DEPÓSITO DO CARTÓRIO
CRIMINAL",,11572,629263,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 04 GAVETAS.
Dt. aquisição: 09/07/1990.",BOM,"R$                                169,00"
877,DEAAI - PORTO VELHO,CARTÓRIO,,40909,635115,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO COM 04 GAVETAS E NICHO NA PARTE SUPERIOR
MED.480 X 1600 X 500 MM - MARCA ARTILINE
Dt. aquisição: 17/02/2012
Convênio: CONVÊNIOFUNRESPOL PC",BOM,"R$                                 367,15"
878,"CORREGEDORIA (PC) - PORTO
VELHO",COZINHA,,26607,634034,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARMÁRIO ALTO, C/02 PORTAS
Dt. aquisição: 11/11/2009
Convenio: FUNRESPOL PC",BOM,"R$                                455,00"
879,"ARQUIVO DA POLÍCIA CIVIL - PORTO
VELHO",ARQUIVO,,8220,623731,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO, COM 04 GAVETAS, MOD. 04
Dt. aquisição: 15/05/1986",REGULAR,"R$                                  9 1,00"
880,DINTEL,SUB CHEFIA,,2197,627280,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 04 GAVETAS COM CHAVE - MARCA WCM
Dt. aquisição: 05/12/2002",REGULAR,"R$                                 119,00"
881,DINTEL,SALA DE MANUTENÇÃO II,,2199,627322,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 04 GAVETAS COM CHAVE - MARCA WCM
Dt. aquisição: 05/12/2002",BOM,"R$                                 221,00"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
882,DEAAI - PORTO VELHO,CARTÓRIO,,40911,635120,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO COM 04 GAVETAS E NICHO NA PARTE SUPERIOR
MED.480 X 1600 X 500 MM - MARCA ARTILINE
Dt. aquisição: 17/02/2012
Convênio: CONVÊNIOFUNRESPOL PC",BOM,"R$                                 367,15"
883,DEAAI - PORTO VELHO,CARTÓRIO,,40912,635124,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO COM 04 GAVETAS E NICHO NA PARTE SUPERIOR
MED.480 X 1600 X 500 MM - MARCA ARTILINE
Dt. aquisição: 17/02/2012
Convênio: CONVÊNIOFUNRESPOL PC",BOM,"R$                                 367,15"
884,DPCA - PORTO VELHO,ADMINISTRAÇÃO,,2667,639941,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 221,00"
885,DPCA - PORTO VELHO,ADMINISTRAÇÃO,,12798,639978,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 221,00"
886,DINTEL,SALA DE MANUTENÇÃO II,,2217,627502,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 04 GAVETAS COM CHAVE - MARCA WCM
Dt. aquisição: 05/12/2002",REGULAR,"R$                                 119,00"
887,COSTA MARQUES - DELEGACIA DE POLÍCIA CIVIL,SEVIC,,11573,629287,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 04 GAVETAS.
Dt. aquisição: 09/07/1990.",BOM,"R$                                 169,00"
888,COSTA MARQUES - DELEGACIA DE POLÍCIA CIVIL,"DEPÓSITO DO CARTÓRIO
CRIMINAL",,945,629417,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO EM AÇO WCM COM  4 GAVETAS PARA PASTA
SUSPENSA.
Dt. aquisição: 07/03/2005.",REGULAR,"R$                                   91,00"
889,DENARC - PORTO VELHO,1a E 2a DRE,DEPÓSITO,821,707048,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO WCM C/ 04 GAVETAS C/ CHAVE
Dt. aquisição: 17/10/2001",BOM,"R$                                 195,00"
890,DENARC - PORTO VELHO,DRE,COMISSARIADO,12828,707273,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 02 GAVETAS
Dt. aquisição: 05/11/1990",BOM,"R$                                 195,00"
891,DENARC - PORTO VELHO,1a E 2a DRE,DEPÓSITO,12753,707272,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 02 GAVETAS
Dt. aquisição: 05/11/1990",BOM,"R$                                 195,00"
892,DEI- DRACO - PORTO VELHO,"NÚCLEO DE
ADMINISTRAÇÃO",,14114,712011,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 04 GAVETAS
Dt. aquisição: 18/10/1990",BOM,"R$                                 130,00"
893,DENARC - PORTO VELHO,1a E 2a DRE,DEPÓSITO,825,707062,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO WCM C/ 04 GAVETAS C/ CHAVE
Dt. aquisição: 17/10/2001",BOM,"R$                                 195,00"
894,DEI- DRACO - PORTO VELHO,CORREDOR,,1331,698821,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO SECURIT MAO-4 C/TAMPO EM MADEIRA
JACARANDA,C/04 GAVETAS,NA COR CINZA
Dt. aquisição: 15/05/1981",REGULAR,"R$                                   70,00"
895,DENARC - PORTO VELHO,1a DRE,CARTÓRIO I,6297,707143,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO MOD. 04 C/ 04 GAVETAS NA COR CINZA
Dt. aquisição: 12/12/1983",BOM,"R$                                 195,00"
896,DENARC - PORTO VELHO,1a E 2a DRE,DEPÓSITO,8611,707245,,ARQUIVO/ ARMÁRIO DESLIZANTE,1.2.3.1.1.03.03,"ARQUIVO DE AÇO MOD. CE-04 C/ 04 GAVETAS
Dt. aquisição: 21/07/1986",BOM,"R$                                 195,00"
897,"CACOAL - DELEGACIA REGIONAL DE
POLÍCIA CIVIL",ADMINISTRAÇÃO 1a DP,,11567,554996,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO DE AÇO C/04 GAVETAS
Dt. aquisição: 09/07/1990",BOM,"R$                                247,00"
898,DELEGACIA DE BURITIS,POLÍCIA CIVIL: NI/ARQUIVO,SALA 06,942,206623,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO EM ACO C/ 4 GAVETAS P/PASTA SUSPENSA
Dt. aquisição: 07/03/2005
Convenio: SESDEC",BOM,"R$                                176,00"
899,DELEGACIA DE BURITIS,POLÍCIA CIVIL: NI/ARQUIVO,SALA 06,943,206644,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO EM ACO C/ 4 GAVETAS P/PASTA SUSPENSA
Dt. aquisição: 07/03/2005
Convenio: SECRETARIA DE SEGURANCA PUBLICA/SSP",BOM,"R$                                 176,00"
900,"PIMENTA BUENO - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",SEVIC,,7505,551084,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 04 GAVETAS NA COR CINZA
Dt. aquisição: 27/03/1985",BOM,"R$                                 169,00"
901,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",ADMINISTRAÇÃO,,40953,315786,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO C/ 04 GAVETAS E NICHO NA PARTE SUPERIOR
Dt. aquisição: 17/02/2012
Convenio: FUNRESPOL PC",BOM,"R$                                 367,50"
902,"DELEGACIA DA MULHER - PC -
GUAJARÁ-MIRIM",SEVIC,,40950,315787,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO ARTLINE C/04 GAVETAS E NICHO NA PARTE SUPERIOR
MED.480X1600X500MM
Dt. aquisição: 17/02/2012",BOM,"R$                                 385,00"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
903,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",RECEPÇÃO,,1081,314047,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO DE AÇO C/ 04 GAV. NA COR CINZA
Dt. aquisição: 27/07/1982
Convenio: SECRETARIA DE SEGURANCA PUBLICA/SSP",BOM,"R$                                 221,00"
904,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",RECEPÇÃO,,12731,314053,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO DE AÇO C/ 04 GAV. NA COR CINZA
Dt. aquisição: 27/07/1982
Convenio: SECRETARIA DE SEGURANCA PUBLICA/SSP",BOM,"R$                                221,00"
905,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",RECEPÇÃO,,40952,314303,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO ARTILINE C/04 GAVETAS E NICHO NA PARTE
SUPERIOR MED.480X1600X500MM
Dt. aquisição: 17/02/2012
Convenio: FUNRESPOL PC",BOM,"R$                                367,50"
906,"DELEGACIA DA MULHER - PC -
GUAJARÁ-MIRIM",COMISSARIADO,,40948,317489,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO ARTLINE C/04 GAVETAS E NICHO NA PARTE SUPERIOR
Dt. aquisição: 17/02/2012",BOM,"R$                                 385,00"
907,"DELEGACIA DA MULHER - PC -
GUAJARÁ-MIRIM",COMISSARIADO,,40919,317487,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO ARTLINE C/04 GAVETAS E NICHO NA PARTE SUPERIOR
Dt. aquisição: 17/02/2012",BOM,"R$                                 385,00"
908,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",IDENTIFICAÇÃO,,40951,317366,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO ARTLINE C/04 GAVETAS E NICHO NA PARTE SUPERIOR
MED. 480X1600X500MM
Dt. aquisição: 17/02/2012
Convenio: FUNRESPOL PC",BOM,"R$                                385,00"
909,"DELEGACIA DE POLÍCIA - PC -
EXTREMA",DEPÓSITO DE APREENSÃO,,1253,318205,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO DE ACO MOD. 1674 C/04 GAVETAS
Dt. aquisição: 25/04/1980",REGULAR,"R$                                  5 6,00"
910,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",ALMOXARIFADO,,9570,316086,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO DE AÇO MOD. D-7 COM 07 GAVETAS P/ FICHAS 5X8
Dt. aquisição: 13/01/1987
Convenio: SECRETARIA DE SEGURANCA PUBLICA/SSP",REGULAR,"R$                                119,00"
911,"DELEGACIA DA MULHER - PC -
GUAJARÁ-MIRIM",DECA,ADMINISTRAÇÃO,40949,315783,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO,C/04 ARTILINE GAVETAS  E NICHO NA PARTE
SUPERIOR MED.480X1600X500MM
Dt. aquisição: 17/02/2012",BOM,"R$                                385,00"
912,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",ALMOXARIFADO,,1082,315969,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 04 GAVETAS NA COR CINZA
Dt. aquisição: 27/07/1982
Convenio: SECRETARIA DE SEGURANCA PUBLICA/SSP",BOM,"R$                                208,00"
913,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",ALMOXARIFADO,,9571,316079,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO DE AÇO MOD. D-7 COM 07 GAVETAS P/ FICHAS 5X8
Dt. aquisição: 13/01/1987
Convenio: SECRETARIA DE SEGURANCA PUBLICA/SSP",REGULAR,"R$                                119,00"
914,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",ALMOXARIFADO,,11581,316143,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 04 GAVETAS
Dt. aquisição: 09/07/1990
Convenio: SECRETARIA DE SEGURANCA PUBLICA/SSP",REGULAR,"R$                                 119,00"
915,ROLIM DE MOURA - DEAM,DEPÓSITO,,7394,474918,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO EM AÇO PANDIN C/ 4 GAVETAS NA COR MARFIM P/
PASTA SUSPENSA
Dt. aquisição: 04/10/2007",REGULAR,"R$                                  8 4,00"
916,"CEREJEIRAS - DELEGACIA DE
POLÍCIA CIVIL",IDENTIFICAÇÃO,,7503,349620,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO EM AÇO COM 04 GAVETAS
Dt. aquisição: 27/03/1985",BOM,"R$                                221,00"
917,"CEREJEIRAS - DELEGACIA DE
POLÍCIA CIVIL",SEVIC,,7504,349616,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO EM AÇO COM 04 GAVETAS
Dt. aquisição: 27/03/1985",BOM,"R$                                221,00"
918,"CEREJEIRAS - DELEGACIA DE
POLÍCIA CIVIL",CORREDOR,,40902,352841,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO, COM 04 GAVETAS E NICHO NA PARTE SUPERIOR -
MARCA ARTILINE
Dt. aquisição: 17/02/2012
CONVÊNIO FUNRESPOL PC",BOM,"R$                                 210,00"
919,JARU - DELEGACIA REGIONAL,SALA DE ALVARÁ,,955,427764,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO EM AÇO WCM C/ 4 GAVETAS P/PASTA SUSPENSA
Dt. aquisição: 07/03/2005
Convenio: SESDEC",BOM,"R$                                  7 8,00"
920,"ALTA FLORESTA - DELEGACIA DE
POLÍCIA CIVIL",SALA DE RECONHECIMENTO,,9666,449810,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO DE AÇO MOD. CE-4 COM 04 GAVETAS
Dt. aquisição: 04/05/1987",REGULAR,"R$                                112,00"
921,"ALTA FLORESTA - DELEGACIA DE
POLÍCIA CIVIL",IDENTIFICAÇÃO,,12706,449939,,"ARQUIVO; ARQUIVO MÓVEL; FICHÁRIO; QUADRO PARA
PASTAS SUSPENSAS",1.2.3.1.1.03.03,"ARQUIVO DE AÇO COM 02 GAVETAS
Dt. aquisição: 05/11/1990",BOM,"R$                                442,00"
